ID,Titre,Scenario,Reference_Regle,Application_Regle,Commentaires,Image,URL
141,Sound signals of a sailing vessel in restricted visibility,"Type of vessel: Sailing vessel Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (c) (Sound signals in restricted visibility ), a sailing vessel shall, instead of the signals prescribed in Rule 35 (a) or (b) (Sound signals in restricted visibility ), sound at intervals of not more that 2 minutes three blasts in succession, namely one prolonged followed by two short blasts.",,scenario_141.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=141
142,Sound signals of a vessel engaged in fishing in restricted visibility,"Type of vessel: Vessel engaged in fishing Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (c) (Sound signals in restricted visibility ), a vessel engaged in fishing shall, instead of the signals prescribed in Rule 35 (a) or (b) (Sound signals in restricted visibility ), sound at intervals of not more that 2 minutes three blasts in succession, namely one prolonged followed by two short blasts.",,scenario_142.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=142
144,"Sound signals of a vessel engaged in fishing, when at anchor, in restricted visibility","Type of vessel: Vessel engaged in fishing , when at anchor Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (d) (Sound signals in restricted visibility ), a vessel engaged in fishing , when at anchor, shall instead of the signals prescribed in Rule 35 (g) (Sound signals in restricted visibility ) sound the signal prescribed in Rule 35 (c) (Sound signals in restricted visibility ).","A vessel engaged in fishing , when at anchor, shall sound at intervals of not more that 2 minutes three blasts in succession, namely one prolonged followed by two short blasts.",scenario_144.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=144
145,Sound signals of a vessel restricted in her ability to manoeuvre when carrying out her work at anchor in restricted visibility,"Type of vessel: Vessel restricted in her ability to manoeuvre when carrying out her work at anchor Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (d) (Sound signals in restricted visibility ), a vessel restricted in her ability to manoeuvre when carrying out her work at anchor shall instead of the signals prescribed in Rule 35 (g) (Sound signals in restricted visibility ) sound the signal prescribed in Rule 35 (c) (Sound signals in restricted visibility ).","A vessel restricted in her ability to manoeuvre when carrying out her work at anchor, shall sound at intervals of not more that 2 minutes three blasts in succession, namely one prolonged followed by two short blasts.",scenario_145.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=145
146,Sound signals of vessels engaged in towing operation in restricted visibility,"Type of vessel: Towing vessel and vessel being towed Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (c) (Sound signals in restricted visibility ), a vessel engaged in towing another vessel shall, instead of the signals prescribed in Rule 35 (a) or (b) (Sound signals in restricted visibility ), sound at intervals of not more that 2 minutes three blasts in succession, namely one prolonged followed by two short blasts. In accordance with Rule 35 (e) (Sound signals in restricted visibility ), a vessel towed or if more that one vessel is towed the last vessel of the tow, if manned, shall at intervals of not more than 2 minutes sound four blasts in succession, namely one prolonged blast followed by three short blasts. When practicable, this signal shall be made immediately after the signal made by the towing vessel.",,scenario_146.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=146
147,Sound signals of a vessel under 100 m at anchor in restricted visibility,"Type of vessel: Vessel at anchor of less than 100 m in length Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (g) (Sound signals in restricted visibility ), a vessel at anchor shall at intervals of not more than one minute ring the bell rapidly for about 5 seconds. In accordance with Rule 35 (g) (Sound signals in restricted visibility ), a vessel at anchor may in addition sound three blasts in succession, namely one short, one prolonged and one short blast , to give warning of her position and of the possibility of collision to an approaching vessel.",,scenario_147.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=147
148,Sound signals of vessels engaged in pushing operation when rigidly connected in a composite unit and making way through the water in restricted visibility,"Type of vessel: Pushing vessel and vessel being pushed ahead rigidly connected in a composited unit making way through the water Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (f) (Sound signals in restricted visibility ), when a pushing vessel and a vessel being pushed ahead are rigidly connected in a composite unit they shall be regarded as a power-driven vessel and shall give the signals prescribed in Rule 35 (a) (Sound signals in restricted visibility ).",When a pushing vessel and a vessel being pushed ahead are rigidly connected in a composite unit and making way through the water they shall sound at intervals of not more than 2 minutes one prolonged blast .,scenario_148.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=148
149,Sound signals of vessels engaged in pushing operation when rigidly connected in a composite unit underway but stopped and making no way through the water in restricted visibility,"Type of vessel: Pushing vessel and vessel being pushed ahead rigidly connected in a composite unit underway but stopped and making no way through the water Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (f) (Sound signals in restricted visibility ), when a pushing vessel and a vessel being pushed ahead are rigidly connected in a composite unit they shall be regarded as a power-driven vessel and shall give the signals prescribed in Rule 35 (b) (Sound signals in restricted visibility ).",When a pushing vessel and a vessel being pushed ahead are rigidly connected in a composite unit and underway but stopped and making no way through the water they shall sound at intervals of not more than 2 minutes two prolonged blasts in succession with an interval of about 2 seconds between them.,scenario_149.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=149
150,Sound signals of a vessel over 100 m at anchor in restricted visibility,"Type of vessel: Vessel at anchor of 100 m or more in length Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (g) (Sound signals in restricted visibility ), a vessel at anchor shall at intervals of not more than one minute ring the bell rapidly for about 5 seconds. In accordance with Rule 35 (g) (Sound signals in restricted visibility ), in a vessel of 100 metres of more in length the bell shall be sounded in the forepart of the vessel and immediately after the ringing of the bell the gong shall be sounded rapidly for about 5 seconds in the after part of the vessel. In accordance with Rule 35 (g) (Sound signals in restricted visibility ), a vessel at anchor may in addition sound three short blasts in succession, namely one short, one prolonged and one short blast , to give warning of her position and of the possibility of collision to an approaching vessel.",,scenario_150.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=150
151,Sound signals of a vessel aground under 100 m in restricted visibility,"Type of vessel: Vessel aground of less than 100 m in length Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (h) (Sound signals in restricted visibility ), a vessel aground shall give the bell signal prescribed in Rule 35 (g) (Sound signals in restricted visibility ) and shall, in addition, give three separate and distinct strokes on the bell immediately before and after the rapid ringing of the bell. In accordance with Rule 35 (h) (Sound signals in restricted visibility ), a vessel aground may in addition sound an appropriate whistle signal.","A vessel aground of less than 100 m in length shall at intervals of not more than one minute give three separate and distinct strokes on the bell, followed by rapidly ringing on the bell for about 5 seconds and another three separate and distinct strokes on the bell.",scenario_151.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=151
152,Sound signals of a vessel aground over 100 m in restricted visibility,"Vessel aground of 100 m or more in length Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (h) (Sound signals in restricted visibility ), a vessel aground shall give the bell signal and the gong signal prescribed in Rule 35 (g) (Sound signals in restricted visibility ) and shall, in addition, give three separate and distinct strokes on the bell immediately before and after the rapid ringing of the bell. In accordance with Rule 35 (h) (Sound signals in restricted visibility ), a vessel aground may in addition sound an appropriate whistle signal.","A vessel aground of 100 m or more in length shall at intervals of not more than one minute give three separate and distinct strokes on the bell, followed by rapidly ringing on the bell for about 5 seconds and another three separate and distinct strokes on the bell at the forepart of the vessel and immediately after the ringing of the bell the gong shall be sounded rapidly for about 5 seconds in the after part of the vessel.",scenario_152.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=152
153,Sound signals of a vessel over 12 m and under 20 m at anchor in restricted visibility,"Type of vessel: Vessel of 12 m or more but less than 20 m in length at anchor Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (i) (Sound signals in restricted visibility ), a vessel of 12 m or more but less than 20 m in length shall not be obliged to give the bell signals prescribed in Rule 35 (g) (Sound signals in restricted visibility ). However, if she does not, she shall make some other efficient sound signal at intervals of not more than 2 minutes.","As a vessel of 12 m or more but less than 20 m in length is obliged to carry a whistle only, an efficient sound signal may be sounded by a whistle .",scenario_153.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=153
154,Sound signals of a vessel under 12 m in restricted visibility,"Type of vessel: Vessel of less than 12 m in length Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (j) (Sound signals in restricted visibility ), a vessel of less than 12 m in length shall not be obliged to give the signals prescribed in Rule 35 (a), (b), (c), (d), (e), (f), (g) and (h) (Sound signals in restricted visibility ) but, if she does not, shall make some other efficient sound signal at intervals of not more that 2 minutes.","As a vessel of less than 12 m in length is not obliged to carry a whistle , a bell or gong, an efficient sound signal may be sounded by some other means of making an efficient sound signal.",scenario_154.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=154
155,Masthead light,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 21 (Definitions),"In accordance with Rule 21 (a) (Definitions), "" masthead light "" means a white light placed over the fore and aft centre line of the vessel showing an unbroken light over an arc of the horizon of 225° and so fixed as to show the light from right ahead to 22.5° abaft the beam on either side of the vessel.",Masthead lights are sometimes called “steaming lights” because they are only placed on power-driven vessels.,scenario_155.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=155
156,Sidelights,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 21 (Definitions),"In accordance with Rule 21 (b) (Definitions), "" sidelights "" means a green light on the starboard side and a red light on the port side each showing an unbroken light over an arc of the horizon of 112.5° and so fixed as to show the light from right ahead to 22.5° abaft the beam on its respective side.",,scenario_156.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=156
157,Sidelights in vessels under 20 m,Type of vessel: Vessels of less than 20 m in length Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 21 (Definitions),"In accordance with Rule 21 (b) (Definitions), "" sidelights "" means a green light on the starboard side and a red light on the port side each showing an unbroken light over an arc of the horizon of 112.5° and so fixed as to show the light from right ahead to 22.5° abaft the beam on its respective side. In accordance with Rule 21 (b) (Definitions), in a vessel of less than 20 m in length the sidelights may be combined in one lantern carried on the fore-and-aft centreline of the vessel.",,scenario_157.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=157
158,Sternlight,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 21 (Definitions),"In accordance with Rule 21 (c) (Definitions), "" sternlight "" means a white light placed as nearly as practicable at the stern showing an unbroken light over an arc of the horizon of 135° and so fixed as to show the light 67.5° from right aft on each side of the vessel.",Sternlight is sometimes called “overtaking light” because it exactly matches the overtaking sector defined in Rule 13 (b) (Overtaking).,scenario_158.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=158
159,Towing light,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 21 (Definitions),"In accordance with Rule 21 (d) (Definitions), "" towing light "" means a yellow light having the same characteristics as the "" sternlight "" defined in Rule 21 (c) (Definitions).",Towing light shall be placed as nearly as practicable at the stern showing an unbroken light over an arc of the horizon of 135° and so fixed as to show the light 67.5° from right aft on each side of the vessel.,scenario_159.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=159
160,All-round light,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 21 (Definitions),"In accordance with Rule 21 (e) (Definitions), "" all-round light"" means a light showing an unbroken light over an arc of the horizon of 360°.","All-round lights may be white, green and red.",scenario_160.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=160
161,Flashing light,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 21 (Definitions),"In accordance with Rule 21 (f) (Definitions), "" flashing light "" means a light flashing at regular intervals at a frequency of 120 flashes or more per minute.",Flashing lights may be yellow and red.,scenario_161.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=161
162,Visibility of lights in vessels over 50 m,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility Type of vessel: Vessels of 50 m or more in length,Rule 22 (Visibility of lights),"In accordance with Rule 22 (a) (Visibility of lights), the lights in vessels of 50 m or more in length shall be visible at the following minimum ranges: - a masthead light , 6 miles; - a sidelight , 3 miles; - a sternlight , 3 miles; - a towing light , 3 miles; - a white, red, green or yellow all-round light, 3 miles. In accordance with Rule 22 (Visibility of lights), the lights prescribed in these Regulations shall have an intensity as specified in section 8 of annex I to these Regulations.",,scenario_162.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=162
163,Visibility of lights in vessels over 20 m and under 50 m,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility Type of vessel: Vessels of 20 m or more in length but less than 50 m in length,Rule 22 (Visibility of lights),"In accordance with Rule 22 (b) (Visibility of lights), the lights in vessels of 20 m or more in length but less than 50 m in length shall be visible at the following minimum ranges: - a masthead light , 5 miles; - a sidelight , 2 miles; - a sternlight , 2 miles; - a towing light , 2 miles; - a white, red, green or yellow all-round light, 2 miles. In accordance with Rule 22 (Visibility of lights), the lights prescribed in these Regulations shall have an intensity as specified in section 8 of annex I to these Regulations.",,scenario_163.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=163
164,Visibility of lights in vessels over 12 m and under 20 m,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility Type of vessel: Vessels of 12 m or more in length but less than 20 m in length,Rule 22 (Visibility of lights),"In accordance with Rule 22 (b) (Visibility of lights), the lights in vessels of 12 m or more in length but less than 20 m in length shall be visible at the following minimum ranges: - a masthead light , 3 miles; - a sidelight , 2 miles; - a sternlight , 2 miles; - a towing light , 2 miles; - a white, red, green or yellow all-round light, 2 miles. In accordance with Rule 22 (Visibility of lights), the lights prescribed in these Regulations shall have an intensity as specified in section 8 of annex I to these Regulations.",,scenario_164.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=164
165,"Visibility of lights in inconspicuous, partly submerged vessels or objects being towed","Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility Type of vessel: Inconspicuous, partly submerged vessels or objects being towed",Rule 22 (Visibility of lights),"In accordance with Rule 22 (d) (Visibility of lights), the lights in inconspicuous, partly submerged vessels or objects being towed shall be visible at the following minimum ranges: - a white all-round light, 3 miles. In accordance with Rule 22 (Visibility of lights), the lights prescribed in these Regulations shall have an intensity as specified in section 8 of annex I to these Regulations.",,scenario_165.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=165
166,Visibility of lights in vessels under 12 m,Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility Type of vessel: Vessels of less than 12 m in length,Rule 22 (Visibility of lights),"In accordance with Rule 22 (c) (Visibility of lights), the lights in vessels of less than 12 m in length shall be visible at the following minimum ranges: - a masthead light , 2 miles; - a sidelight , 1 miles; - a sternlight , 2 miles; - a towing light , 2 miles; - a white, red, green or yellow all-round light, 2 miles. In accordance with Rule 22 (Visibility of lights), the lights prescribed in these Regulations shall have an intensity as specified in section 8 of annex I to these Regulations.",,scenario_166.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=166
167,Vessel A has vessel B on her own port side (relative bearing PORT 053°),Vessel A: Power-driven vessel Vessel B: Power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A and vessel B are crossing so as to involve risk of collision Vessel A has vessel B on her own port side (relative bearing PORT 053°),Rule 15 (Crossing situation),"In accordance with Rule 15 (Crossing situation), when two power-driven vessels are crossing so as to involve risk of collision , the vessel (vessel B) which has the other (vessel A) on her own starboard side shall keep out of the way. In accordance with Rule 15 (Crossing situation), vessel B shall, if the circumstances of the case admit, avoid crossing ahead of the vessel A.","Crossing situation shall be deemed to exist when a vessel is approaching the other vessel from a direction right ahead to 112,5° on any side of the vessel except when vessels are meeting on reciprocal or nearly reciprocal courses. In crossing situation at night a vessel would be able to see only green or red sidelight and masthead light (s) of the other vessel.",scenario_167.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=167
168,Vessels are meeting on nearly reciprocal courses (vessel A has vessel B on PORT bow),Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is meeting vessel B on nearly reciprocal courses so as to involve risk of collision Vessel A has vessel B nearly ahead on PORT bow,Rule 14 (Head-on situation),"In accordance with Rule 14 (b) (Head-on situation), head-on situation shall be deemed to exist when a vessel (vessel A) sees the other (vessel B) nearly ahead and by night she could see the masthead lights of the other nearly in a line and/or both sidelights and by day she observes the corresponding aspect of the other vessel. In accordance with Rule 14 (c) (Head-on situation), when a vessel is in any doubt as to whether such a situation exists she shall assume that it does exist and act accordingly.",,scenario_168.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=168
170,Relative bearing of overtaking vessel is STBD 130°,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B Vessel B has vessel A on her own starboard side (relative bearing STBD 130°),Rule 13 (Overtaking),"In accordance with Rule 13 (b) (Overtaking), vessel A shall be deemed to be overtaking vessel B because she is coming up with vessel B from a direction more than 22.5° abaft her beam. In accordance with Rule 13 (b) (Overtaking), vessel A is in such a position with reference to the vessel she is overtaking (vessel B), that at night she (vessel A) would be able to see only the sternlight of vessel B but neither of her sidelights . In accordance with Rule 13 (a) (Overtaking), notwithstanding anything contained in the Rules of part B, sections I and II, any vessel overtaking (vessel A) any other (vessel B) shall keep out of the way of the vessel being overtaken (vessel B).",,scenario_170.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=170
171,Relative bearing of overtaking vessel is STBD 160°,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B Vessel B has vessel A on her own starboard side (relative bearing STBD 160°),Rule 13 (Overtaking),"In accordance with Rule 13 (b) (Overtaking), vessel A shall be deemed to be overtaking vessel B because she is coming up with vessel B from a direction more than 22.5° abaft her beam. In accordance with Rule 13 (b) (Overtaking), vessel A is in such a position with reference to the vessel she is overtaking (vessel B), that at night she (vessel A) would be able to see only the sternlight of vessel B but neither of her sidelights . In accordance with Rule 13 (a) (Overtaking), notwithstanding anything contained in the Rules of part B, sections I and II, any vessel overtaking (vessel A) any other (vessel B) shall keep out of the way of the vessel being overtaken (vessel B).",,scenario_171.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=171
172,Relative bearing of overtaking vessel is 180°,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B Vessel A is astern of vessel B (relative bearing 180°),Rule 13 (Overtaking),"In accordance with Rule 13 (b) (Overtaking), vessel A shall be deemed to be overtaking vessel B because she is coming up with vessel B from a direction more than 22.5° abaft her beam. In accordance with Rule 13 (b) (Overtaking), vessel A is in such a position with reference to the vessel she is overtaking (vessel B), that at night she (vessel A) would be able to see only the sternlight of vessel B but neither of her sidelights . In accordance with Rule 13 (a) (Overtaking), notwithstanding anything contained in the Rules of part B, sections I and II, any vessel overtaking (vessel A) any other (vessel B) shall keep out of the way of the vessel being overtaken (vessel B).",,scenario_172.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=172
173,Relative bearing of overtaking vessel is close to STBD 112.5°,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B Vessel B has vessel A on her own starboard side (relative bearing close to STBD 112.5°),Rule 13 (Overtaking),"In accordance with Rule 13 (b) (Overtaking), vessel A shall be deemed to be overtaking vessel B because she is coming up with vessel B from a direction more than 22.5° abaft her beam. In accordance with Rule 13 (c) (Overtaking), when vessel A is in any doubt as to whether she is overtaking another (vessel B), she (vessel A) shall assume that this is the case and act accordingly. In accordance with Rule 13 (a) (Overtaking), notwithstanding anything contained in the Rules of part B, sections I and II, any vessel overtaking (vessel A) any other (vessel B) shall keep out of the way of the vessel being overtaken (vessel B).",,scenario_173.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=173
174,Relative bearing of overtaking vessel is close to PORT 112.5°,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B Vessel B has vessel A on her own port side (relative bearing close to PORT 112.5°),Rule 13 (Overtaking),"In accordance with Rule 13 (b) (Overtaking), vessel A shall be deemed to be overtaking vessel B because she is coming up with vessel B from a direction more than 22.5° abaft her beam. In accordance with Rule 13 (c) (Overtaking), when vessel A is in any doubt as to whether she is overtaking another (vessel B), she (vessel A) shall assume that this is the case and act accordingly. In accordance with Rule 13 (a) (Overtaking), notwithstanding anything contained in the Rules of part B, sections I and II, any vessel overtaking (vessel A) any other (vessel B) shall keep out of the way of the vessel being overtaken (vessel B).",,scenario_174.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=174
175,Relative bearing of overtaking vessel is PORT 160°,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B Vessel B has vessel A on her own port side (relative bearing PORT 160°),Rule 13 (Overtaking),"In accordance with Rule 13 (b) (Overtaking), vessel A shall be deemed to be overtaking vessel B because she is coming up with vessel B from a direction more than 22.5° abaft her beam. In accordance with Rule 13 (b) (Overtaking), vessel A is in such a position with reference to the vessel she is overtaking (vessel B), that at night she (vessel A) would be able to see only the sternlight of vessel B but neither of her sidelights . In accordance with Rule 13 (a) (Overtaking), notwithstanding anything contained in the Rules of part B, sections I and II, any vessel overtaking (vessel A) any other (vessel B) shall keep out of the way of the vessel being overtaken (vessel B).",,scenario_175.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=175
176,Relative bearing of overtaking vessel is PORT 130°,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: On the high seas Visibility: Good (Vessels in sight of one another) Vessel A is overtaking vessel B Vessel B has vessel A on her own port side (relative bearing PORT 130°),Rule 13 (Overtaking),"In accordance with Rule 13 (b) (Overtaking), vessel A shall be deemed to be overtaking vessel B because she is coming up with vessel B from a direction more than 22.5° abaft her beam. In accordance with Rule 13 (b) (Overtaking), vessel A is in such a position with reference to the vessel she is overtaking (vessel B), that at night she (vessel A) would be able to see only the sternlight of vessel B but neither of her sidelights . In accordance with Rule 13 (a) (Overtaking), notwithstanding anything contained in the Rules of part B, sections I and II, any vessel overtaking (vessel A) any other (vessel B) shall keep out of the way of the vessel being overtaken (vessel B).",,scenario_176.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=176
177,Pilot vessel when not engaged on pilotage duty,Type of vessel: Pilot vessel when not engaged on pilotage duty,Rule 29 (Pilot vessels),"In accordance with Rule 29 (b) (Pilot vessels), a pilot vessel when not engaged on pilotage duty shall exhibit the lights or shapes prescribed for a similar vessel of her length.",,,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=177
179,A vessel under 12 m aground - lights,Type of vessel: Vessel of less than 12 m in length aground Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 30 (Anchored vessels and vessels aground),"In accordance with Rule 30 (f) (Anchored vessels and vessels aground), a vessel of less than 12 m in length, when aground, shall not be required to exhibit the lights prescribed in Rule 30 (d) (i) (Anchored vessels and vessels aground).",,scenario_179.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=179
180,Sound signals of a vessel over 12 m and under 20 m aground in restricted visibility,"Type of vessel: Vessel of 12 m or more but less than 20 m in length aground Visibility: In or near an area of restricted visibility , weather by day or night",Rule 35 (Sound signals in restricted visibility ),"In accordance with Rule 35 (i) (Sound signals in restricted visibility ), a vessel of 12 m or more but less than 20 m in length shall not be obliged to give the bell signals prescribed in Rule 35 (h) (Sound signals in restricted visibility ). However, if she does not, she shall make some other efficient sound signal at intervals of not more than 2 minutes.","As a vessel of 12 m or more but less than 20 m in length is obliged to carry a whistle only, an efficient sound signal may be sounded by a whistle .",scenario_180.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=180
202,A seaplane,Type of vessel: Seaplane,Rule 31 (Seaplanes),"In accordance with Rule 31 (Seaplanes), where it is impracticable for a seaplane to exhibit lights and shapes of the characteristics or in the positions prescribed in the Rules of this Part she shall exhibit lights and shapes as closely similar in characteristics and position as is possible.",,scenario_202.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=202
203,An air-cushion vessel when operating in the non-displacement mode - lights,Type of vessel: Air-cushion vessel underway Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility,Rule 23 (Power-driven vessels underway ),"In accordance with Rule 23 (b) (Power-driven vessels underway ), an air-cushion vessel when operating in the non-displacement mode shall, in addition to the lights prescribed in Rule 23 (a) (Power-driven vessels underway ), exhibit an all-round flashing yellow light.",,scenario_203.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=203
204,"A power-driven vessel towing, length of the tow under 200 m - lights","Type of vessel: Power-driven vessel towing, length of the tow does not exceed 200 m Time of the day: From sunset to sunrise and from sunrise to sunset in restricted visibility",Rule 24 (Towing and pushing),"In accordance with Rule 24 (a) (Towing and pushing), a power-driven vessel when towing shall exhibit: (i) instead of the light prescribed in Rule 23 (a)(i) or (a)(ii) (Power-driven vessels underway ), two masthead lights in a vertical line; (ii) sidelights ; (iii) a sternlight ; (iv) a towing light in a vertical line above the sternlight . In accordance with Rule 24 (e) (Towing and pushing), a vessel or object being towed, other than those mentioned in Rule 24 (g) (Towing and pushing), shall exhibit: (i) sidelights ; (ii) a sternlight .",,scenario_204.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=204
224,A vessel proceeding along the course of a narrow channel or fairway,Vessel A: power-driven vessel Vessel B: power-driven vessel Area: Narrow channel Vessel A and vessel B are meeting in narrow channel,Rule 9 ( Narrow channels ),"In accordance with Rule 9 (a) ( Narrow channels ), a vessel (vessel A and vessel B) proceeding along the course of a narrow channel or fairway shall keep as near to the outer limit or the channel or fairway which lies on her starboard side as is safe and practicable.",,scenario_224.jpg,https://www.ecolregs.com/index.php?option=com_k2&view=item&layout=item&lang=en&id=224
